*Action(SiteID=US|Country=JP|Currency=USD|Version=745|CC=UTF-8),*Category,*Title,U-title,X-category,X-combined,X-translation,U-title-completed,len(),U-size_for_ConditionDescription,url,costPrice + s/p,s/p,+word,PicURL,*StartPrice,ConditionID,CustomLabel,*Description,C:Brand,ConditionDescription,X-gender,X-condition,X-accessories,X-item_detail,X-staff_comment,X-color,X-model,X-material,X-manufactured,X-remark,X-condition_detail,X-actual_size_inch,X-actual_size_cm
Add,,,CHROME （クローム） ロールトップバッグ,バッグ リュック バックパック,"=D2&"" ""&E2","=googletranslate(F2,""ja"",""en"")","=G2&"" ""&""ship from Japan""",=len(h2),"=AH2&"" | ""&AI2&"" | ""&"" Model: ""&AB2&"" | ""&""Material: ""&AC2&"" | ""&""An item has been used previously. For more details, please check the pictures carefully and judge the condition.""",https://www.trefac.jp/store/3036001876105190/c1320596/,8030,"全国一律 ¥550（税込）
                  ※一度に複数店舗からご購入の場合、送料や代引き手数料は1回分のみとなります。", ship from Japan,https://www.trefac.jp/img/img_db/3036001876105190/w500/3036001876105190_02_8666.jpeg|https://www.trefac.jp/img/img_db/3036001876105190/w500/3036001876105190_03_1524.jpeg|https://www.trefac.jp/img/img_db/3036001876105190/w500/3036001876105190_04_8650.jpeg|https://www.trefac.jp/img/img_db/3036001876105190/w500/3036001876105190_01_9252.jpeg|https://www.trefac.jp/img/img_db/3036001876105190/w500/3036001876105190_05_6445.jpeg,,3000,,,CHROME （クローム）,,メンズ,"★★★☆☆☆（やや傷や汚れがあり）
                  ※コンディションについては お買い物について をご確認ください。",特になし,,,ブラック,,,,,こちらの商品は中古品の為、使用に伴います細かなキズ、汚れがございます。店頭にて展示販売を行っている為、記載に無い細かなキズ、汚れが見受けられる場合がございます。,Approx size(height / width / depth / handle / shoulder-strap): 17.68inch / 12.24inch / 7.05inch / inch / inch,Approx size(height / width / depth / handle / shoulder-strap): 44.9cm / 31.1cm / 17.9cm / cm / cm
Add,,,CHROME （クローム） メッセンジャーバッグ,バッグ その他バッグ,"=D2&"" ""&E2","=googletranslate(F2,""ja"",""en"")","=G2&"" ""&""ship from Japan""",=len(h2),"=AH2&"" | ""&AI2&"" | ""&"" Model: ""&AB2&"" | ""&""Material: ""&AC2&"" | ""&""An item has been used previously. For more details, please check the pictures carefully and judge the condition.""",https://www.trefac.jp/store/1031006462607036/c1077201/,9130,"全国一律 ¥550（税込）
                  ※一度に複数店舗からご購入の場合、送料や代引き手数料は1回分のみとなります。", ship from Japan,https://www.trefac.jp/img/img_db/1031006462607036/w500/2021063013435303601.JPG|https://www.trefac.jp/img/img_db/1031006462607036/w500/2021063013435303602.JPG|https://www.trefac.jp/img/img_db/1031006462607036/w500/2021063013435303603.JPG|https://www.trefac.jp/img/img_db/1031006462607036/w500/2021063013435303604.JPG|https://www.trefac.jp/img/img_db/1031006462607036/w500/2021063013435303605.JPG|https://www.trefac.jp/img/img_db/1031006462607036/w500/2021063013435303606.JPG|https://www.trefac.jp/img/img_db/1031006462607036/w500/2021063013435303607.JPG|https://www.trefac.jp/img/img_db/1031006462607036/w500/2021063013435403608.JPG,,3000,,,CHROME （クローム）,,メンズ,"★★★★☆☆（使用感をあまり感じない）
                  ※コンディションについては お買い物について をご確認ください。",特になし,"【ブランド】CHROME(クローム)
【アイテム名】メッセンジャーバッグ
【カラー】オリーブ
【素材】
【製造国】
【備考】
【状態】こちらの商品はあまり使用感の感じられない商品ですが、着用に伴う細かな傷、ヨゴレ、店頭にて展示販売を行っている為、記載に無い細かなキズ、汚れが見受けられる場合がございます。",,,,,,,,Approx size(height / width / depth / handle / shoulder-strap): 14.57inch / 17.32inch / inch / inch / inch,Approx size(height / width / depth / handle / shoulder-strap): 37.0cm / 44.0cm / cm / cm / cm
Add,,,CHROME （クローム） リュック,バッグ リュック バックパック,"=D2&"" ""&E2","=googletranslate(F2,""ja"",""en"")","=G2&"" ""&""ship from Japan""",=len(h2),"=AH2&"" | ""&AI2&"" | ""&"" Model: ""&AB2&"" | ""&""Material: ""&AC2&"" | ""&""An item has been used previously. For more details, please check the pictures carefully and judge the condition.""",https://www.trefac.jp/store/3030002465436673/c1081758/,9130,"全国一律 ¥550（税込）
                  ※一度に複数店舗からご購入の場合、送料や代引き手数料は1回分のみとなります。", ship from Japan,https://www.trefac.jp/img/img_db/3030002465436673/w500/2021070613454267301.jpg|https://www.trefac.jp/img/img_db/3030002465436673/w500/2021070613454267302.jpg|https://www.trefac.jp/img/img_db/3030002465436673/w500/2021070613454267303.jpg|https://www.trefac.jp/img/img_db/3030002465436673/w500/2021070613454267304.jpg,,3000,,,CHROME （クローム）,,メンズ,"★★★☆☆☆（やや傷や汚れがあり）
                  ※コンディションについては お買い物について をご確認ください。",特になし,"【ブランド】CHROME(クローム)
【アイテム名】リュック/YALTA2.0	
【カラー】ブラック
【素材】1,000デニールトラックタープアウターシェル
【状態】こちらの商品は中古品の為、使用に伴います細かなキズ、汚れがございます。店頭にて展示販売を行っている為、記載に無い細かなキズ、汚れが見受けられる場合がございます。",,,,,,,,Approx size(height / width / depth / handle / shoulder-strap): 17.32inch / 9.06inch / 6.3inch / inch / inch,Approx size(height / width / depth / handle / shoulder-strap): 44.0cm / 23.0cm / 16.0cm / cm / cm
Add,,,CHROME （クローム） MESSENGER BAG,バッグ ショルダーバッグ,"=D2&"" ""&E2","=googletranslate(F2,""ja"",""en"")","=G2&"" ""&""ship from Japan""",=len(h2),"=AH2&"" | ""&AI2&"" | ""&"" Model: ""&AB2&"" | ""&""Material: ""&AC2&"" | ""&""An item has been used previously. For more details, please check the pictures carefully and judge the condition.""",https://www.trefac.jp/store/1066000032709260/c1317684/,9130,"全国一律 ¥550（税込）
                  ※一度に複数店舗からご購入の場合、送料や代引き手数料は1回分のみとなります。", ship from Japan,https://www.trefac.jp/img/img_db/1066000032709260/w500/1066000032709260_01_608.jpeg|https://www.trefac.jp/img/img_db/1066000032709260/w500/1066000032709260_02_329.jpeg|https://www.trefac.jp/img/img_db/1066000032709260/w500/1066000032709260_09_4682.jpeg|https://www.trefac.jp/img/img_db/1066000032709260/w500/1066000032709260_03_4899.jpeg|https://www.trefac.jp/img/img_db/1066000032709260/w500/1066000032709260_04_7555.jpeg|https://www.trefac.jp/img/img_db/1066000032709260/w500/1066000032709260_05_9065.jpeg|https://www.trefac.jp/img/img_db/1066000032709260/w500/1066000032709260_06_5732.jpeg|https://www.trefac.jp/img/img_db/1066000032709260/w500/1066000032709260_07_8139.jpeg|https://www.trefac.jp/img/img_db/1066000032709260/w500/1066000032709260_08_173.jpeg,,3000,,,CHROME （クローム）,,メンズ,"★★★☆☆☆（やや傷や汚れがあり）
                  ※コンディションについては お買い物について をご確認ください。",特になし,,A4サイズが入るCHROMEのショルダーバッグです。中はつるりとした手触りで、防水性に優れているため天候問わずお使いいただけます。,ブラック,,,アメリカ,ファスナー付き内ポケット×1内ポケット×3,こちらの商品は中古品の為、使用に伴います細かなキズ、汚れ、ほつれがございます。店頭にて展示販売を行っている為、記載に無い細かなキズ、汚れが見受けられる場合がございます。,Approx size(height / width / depth / handle / shoulder-strap): 10.24inch / 19.29inch / 5.91inch / inch / inch,Approx size(height / width / depth / handle / shoulder-strap): 26.0cm / 49.0cm / 15.0cm / cm / cm
Add,,,CHROME （クローム） バックパック,バッグ リュック バックパック,"=D2&"" ""&E2","=googletranslate(F2,""ja"",""en"")","=G2&"" ""&""ship from Japan""",=len(h2),"=AH2&"" | ""&AI2&"" | ""&"" Model: ""&AB2&"" | ""&""Material: ""&AC2&"" | ""&""An item has been used previously. For more details, please check the pictures carefully and judge the condition.""",https://www.trefac.jp/store/2502002787791017/c934708/,11330,"全国一律 ¥550（税込）
                  ※一度に複数店舗からご購入の場合、送料や代引き手数料は1回分のみとなります。", ship from Japan,https://www.trefac.jp/img/img_db/2502002787791017/w500/2021020815363501701.jpg|https://www.trefac.jp/img/img_db/2502002787791017/w500/2021020815363501702.jpg|https://www.trefac.jp/img/img_db/2502002787791017/w500/2021020815363501703.jpg|https://www.trefac.jp/img/img_db/2502002787791017/w500/2021020815363501704.jpg,,3000,,,CHROME （クローム）,,メンズ,"★★★★★☆（未使用に近い）
                  ※コンディションについては お買い物について をご確認ください。",特になし,"【ブランド】CHROME(クローム)
【アイテム名】バックパック
【スタッフコメント】ビジネスで頻繁に移動する方の為に生まれたアイテムです。パソコンやタブレットを収納でき、内側にクッション性もあり、安心して持ち運ぶことができます。
【カラー】ネイビー
【型番】HIGHTOWER 2.0
【素材】ポリエステル　ナイロン
【製造国】ベトナム
【備考】未使用品
【状態】こちらの商品は使用感の感じられない美品ですが、店頭にて展示販売を行っている為、記載に無い細かなキズ、汚れが見受けられる場合がございます。",,,,,,,,Approx size(height / width / depth / handle / shoulder-strap): 17.13inch / 9.84inch / 5.31inch / inch / inch,Approx size(height / width / depth / handle / shoulder-strap): 43.5cm / 25.0cm / 13.5cm / cm / cm
Add,,,CHROME （クローム） バックパック,バッグ リュック バックパック,"=D2&"" ""&E2","=googletranslate(F2,""ja"",""en"")","=G2&"" ""&""ship from Japan""",=len(h2),"=AH2&"" | ""&AI2&"" | ""&"" Model: ""&AB2&"" | ""&""Material: ""&AC2&"" | ""&""An item has been used previously. For more details, please check the pictures carefully and judge the condition.""",https://www.trefac.jp/store/2502002954353017/c1050897/,11330,"全国一律 ¥550（税込）
                  ※一度に複数店舗からご購入の場合、送料や代引き手数料は1回分のみとなります。", ship from Japan,https://www.trefac.jp/img/img_db/2502002954353017/w500/2021060818405601701.jpg|https://www.trefac.jp/img/img_db/2502002954353017/w500/2021060818405601702.jpg|https://www.trefac.jp/img/img_db/2502002954353017/w500/2021060818405601703.jpg,,3000,,,CHROME （クローム）,,メンズ,"★★★☆☆☆（やや傷や汚れがあり）
                  ※コンディションについては お買い物について をご確認ください。",特になし,"【ブランド】CHROME(クローム)
【アイテム名】バックパック
【スタッフコメント】PCやタブレットを保護しながら収納することが可能です。収納ポケットも豊富で細かい持ち物も整理して持ち運ぶことができます。
【カラー】ブラック
【型番】BG-231
【素材】1680デニール　バリスティックナイロン
【備考】
外側　ノートPCポケット×1　タブレットポケット×1　ファスナーポケット×1　サイドポケット×2
内側　ファスナーポケット×1、メッシュポケット×1　ポケット×3　ペン収納×2　キークリップ×1
【状態】こちらの商品は中古品の為、使用に伴います細かなキズ、汚れがございます。店頭にて展示販売を行っている為、記載に無い細かなキズ、汚れが見受けられる場合がございます。",,,,,,,,Approx size(height / width / depth / handle / shoulder-strap): 20.28inch / 1.18inch / 57.09inch / inch / inch,Approx size(height / width / depth / handle / shoulder-strap): 51.5cm / 3.0cm / 145.0cm / cm / cm
Add,,,CHROME （クローム） HIGHTOWER 2.0,バッグ リュック バックパック,"=D2&"" ""&E2","=googletranslate(F2,""ja"",""en"")","=G2&"" ""&""ship from Japan""",=len(h2),"=AH2&"" | ""&AI2&"" | ""&"" Model: ""&AB2&"" | ""&""Material: ""&AC2&"" | ""&""An item has been used previously. For more details, please check the pictures carefully and judge the condition.""",https://www.trefac.jp/store/3090031053639146/c1289144/,11330,"全国一律 ¥550（税込）
                  ※一度に複数店舗からご購入の場合、送料や代引き手数料は1回分のみとなります。", ship from Japan,https://www.trefac.jp/img/img_db/3090031053639146/w500/3090031053639146_01_6397.jpeg|https://www.trefac.jp/img/img_db/3090031053639146/w500/3090031053639146_02_359.jpeg|https://www.trefac.jp/img/img_db/3090031053639146/w500/3090031053639146_03_2810.jpeg|https://www.trefac.jp/img/img_db/3090031053639146/w500/3090031053639146_04_1181.jpeg|https://www.trefac.jp/img/img_db/3090031053639146/w500/3090031053639146_05_1682.jpeg,,3000,,,CHROME （クローム）,,メンズ,"★★★★☆☆（使用感をあまり感じない）
                  ※コンディションについては お買い物について をご確認ください。",特になし,,,ブラック,BG274ALLB,,,,こちらの商品はあまり使用感の感じられない商品ですが、着用に伴う細かな傷、ヨゴレ、店頭にて展示販売を行っている為、記載に無い細かなキズ、汚れが見受けられる場合がございます。,Approx size(height / width / depth / handle / shoulder-strap): 20.87inch / 11.22inch / 3.94inch / inch / inch,Approx size(height / width / depth / handle / shoulder-strap): 53.0cm / 28.5cm / 10.0cm / cm / cm
Add,,,CHROME （クローム） HIGHTOWER 2.0,バッグ リュック バックパック,"=D2&"" ""&E2","=googletranslate(F2,""ja"",""en"")","=G2&"" ""&""ship from Japan""",=len(h2),"=AH2&"" | ""&AI2&"" | ""&"" Model: ""&AB2&"" | ""&""Material: ""&AC2&"" | ""&""An item has been used previously. For more details, please check the pictures carefully and judge the condition.""",https://www.trefac.jp/store/1036006048769043/c1088773/,12430,"全国一律 ¥550（税込）
                  ※一度に複数店舗からご購入の場合、送料や代引き手数料は1回分のみとなります。", ship from Japan,https://www.trefac.jp/img/img_db/1036006048769043/w500/2021071110173504301.jpg|https://www.trefac.jp/img/img_db/1036006048769043/w500/2021071110173504302.jpg|https://www.trefac.jp/img/img_db/1036006048769043/w500/2021071110173504303.jpg|https://www.trefac.jp/img/img_db/1036006048769043/w500/2021071110173604304.jpg|https://www.trefac.jp/img/img_db/1036006048769043/w500/2021071110173604305.jpg|https://www.trefac.jp/img/img_db/1036006048769043/w500/2021071110173604306.jpg|https://www.trefac.jp/img/img_db/1036006048769043/w500/2021071110173604307.jpg,,3000,,,CHROME （クローム）,,メンズ,"★★★★★★（未使用品）
                  ※コンディションについては お買い物について をご確認ください。",特になし,"【ブランド】CHROME(クローム)
【アイテム名】HIGHTOWER 2.0
【スタッフコメント】
【カラー】ブラック
【製造国】ベトナム
【状態】こちらの商品は未使用品になりますが、店頭にて展示販売を行っている為、記載に無い細かなキズ、汚れが見受けられる場合がございます。",,,,,,,,Approx size(height / width / depth / handle / shoulder-strap): 18.9inch / 10.63inch / 4.72inch / inch / inch,Approx size(height / width / depth / handle / shoulder-strap): 48.0cm / 27.0cm / 12.0cm / cm / cm
Add,,,CHROME （クローム） HIGHTOWER 2.0,バッグ リュック バックパック,"=D2&"" ""&E2","=googletranslate(F2,""ja"",""en"")","=G2&"" ""&""ship from Japan""",=len(h2),"=AH2&"" | ""&AI2&"" | ""&"" Model: ""&AB2&"" | ""&""Material: ""&AC2&"" | ""&""An item has been used previously. For more details, please check the pictures carefully and judge the condition.""",https://www.trefac.jp/store/1951000014162880/c1255785/,14630,"全国一律 ¥550（税込）
                  ※一度に複数店舗からご購入の場合、送料や代引き手数料は1回分のみとなります。", ship from Japan,https://www.trefac.jp/img/img_db/1951000014162880/w500/2020120317310791501.jpg|https://www.trefac.jp/img/img_db/1951000014162880/w500/2020120317310791502.jpg|https://www.trefac.jp/img/img_db/1951000014162880/w500/2020120317310791503.jpg|https://www.trefac.jp/img/img_db/1951000014162880/w500/2020120317310791504.jpg,,3000,,,CHROME （クローム）,,メンズ／レディース,"★★★★★☆（未使用に近い）
                  ※コンディションについては お買い物について をご確認ください。",タグ付属,"【ブランド】CHROME(クローム)
【アイテム名】HIGHTOWER 2.0 / バックパック
【スタッフコメント】多種多様な機能を搭載したバックパックです。しっかりとした強度のある生地を使用し、タフな扱いにも対応可能です。
【カラー】ブラック
【型番】BG274ALLB
【備考】PCポケット×1、ポケット×1、サイドポケット×2、内メッシュポケット×1、内ポケット×4、ペンポケット×2、キャリーパンドル
【状態】こちらの商品は中古品の為、使用に伴います細かなキズ、汚れがある場合がございます。",,,,,,,,Approx size(height / width / depth / handle / shoulder-strap): 21.26inch / 12.2inch / 5.12inch / inch / inch,Approx size(height / width / depth / handle / shoulder-strap): 54.0cm / 31.0cm / 13.0cm / cm / cm
Add,,,CHROME （クローム） HIGHTOWER 2.0,バッグ リュック バックパック,"=D2&"" ""&E2","=googletranslate(F2,""ja"",""en"")","=G2&"" ""&""ship from Japan""",=len(h2),"=AH2&"" | ""&AI2&"" | ""&"" Model: ""&AB2&"" | ""&""Material: ""&AC2&"" | ""&""An item has been used previously. For more details, please check the pictures carefully and judge the condition.""",https://www.trefac.jp/store/1951000014131880/c1255786/,14630,"全国一律 ¥550（税込）
                  ※一度に複数店舗からご購入の場合、送料や代引き手数料は1回分のみとなります。", ship from Japan,https://www.trefac.jp/img/img_db/1951000014131880/w500/2020120317410491501.jpg|https://www.trefac.jp/img/img_db/1951000014131880/w500/2020120317410491502.jpg|https://www.trefac.jp/img/img_db/1951000014131880/w500/2020120317410591503.jpg|https://www.trefac.jp/img/img_db/1951000014131880/w500/2020120317410591504.jpg,,3000,,,CHROME （クローム）,,メンズ／レディース,"★★★★★☆（未使用に近い）
                  ※コンディションについては お買い物について をご確認ください。",タグ付属,"【ブランド】CHROME(クローム)
【アイテム名】HIGHTOWER 2.0 / バックパック
【スタッフコメント】多種多様な機能を搭載したバックパックです。しっかりとした強度のある生地を使用し、タフな扱いにも対応可能です。
【カラー】ブラック
【型番】BG274ALLB
【備考】PCポケット×1、ポケット×1、サイドポケット×2、内メッシュポケット×1、内ポケット×4、ペンポケット×2、キャリーパンドル
【状態】こちらの商品は中古品の為、使用に伴います細かなキズ、汚れがある場合がございます。",,,,,,,,Approx size(height / width / depth / handle / shoulder-strap): 21.26inch / 12.2inch / 5.12inch / inch / inch,Approx size(height / width / depth / handle / shoulder-strap): 54.0cm / 31.0cm / 13.0cm / cm / cm
Add,,,CHROME HEARTS （クロムハーツ） トップハンドルバッグ,バッグ ハンドバッグ トートバッグ,"=D2&"" ""&E2","=googletranslate(F2,""ja"",""en"")","=G2&"" ""&""ship from Japan""",=len(h2),"=AH2&"" | ""&AI2&"" | ""&"" Model: ""&AB2&"" | ""&""Material: ""&AC2&"" | ""&""An item has been used previously. For more details, please check the pictures carefully and judge the condition.""",https://www.trefac.jp/store/1094000667089576/c1129778/,273350,"全国一律 ¥550（税込）
                  ※一度に複数店舗からご購入の場合、送料や代引き手数料は1回分のみとなります。", ship from Japan,https://www.trefac.jp/img/img_db/1094000667089576/w500/1094000667089576_01_9475.jpeg|https://www.trefac.jp/img/img_db/1094000667089576/w500/1094000667089576_03_7722.jpeg|https://www.trefac.jp/img/img_db/1094000667089576/w500/1094000667089576_02_9336.jpeg|https://www.trefac.jp/img/img_db/1094000667089576/w500/1094000667089576_04_4517.jpeg|https://www.trefac.jp/img/img_db/1094000667089576/w500/1094000667089576_05_2447.jpeg|https://www.trefac.jp/img/img_db/1094000667089576/w500/1094000667089576_06_5221.jpeg|https://www.trefac.jp/img/img_db/1094000667089576/w500/1094000667089576_07_1888.jpeg|https://www.trefac.jp/img/img_db/1094000667089576/w500/1094000667089576_08_358.jpeg,,3000,,,CHROME HEARTS （クロムハーツ）,,メンズ,"★★☆☆☆☆（傷や汚れがあり）
                  ※コンディションについては お買い物について をご確認ください。",-,,しっかりとしたレザーを使用しており、各所に使用されているシルバーの金具がが特徴的です。レザーのショルダーストラップが付属しており、2WAYでお使い頂けます。,ブラック,,レザーSLV925,,内ポケット×2,こちらの商品は中古品の為、使用に伴います細かなキズ、汚れがございます。店頭にて展示販売を行っている為、記載に無い細かなキズ、汚れが見受けられる場合がございます。,Approx size(height / width / depth / handle / shoulder-strap): 11.42inch / 14.57inch / 4.13inch / 5.91inch / inch,Approx size(height / width / depth / handle / shoulder-strap): 29.0cm / 37.0cm / 10.5cm / 15.0cm / cm
Add,,,CHROME HEARTS （クロムハーツ） TOTE STEVIE,バッグ ショルダーバッグ,"=D2&"" ""&E2","=googletranslate(F2,""ja"",""en"")","=G2&"" ""&""ship from Japan""",=len(h2),"=AH2&"" | ""&AI2&"" | ""&"" Model: ""&AB2&"" | ""&""Material: ""&AC2&"" | ""&""An item has been used previously. For more details, please check the pictures carefully and judge the condition.""",https://www.trefac.jp/store/1094000616384576/c1003511/,284350,"全国一律 ¥550（税込）
                  ※一度に複数店舗からご購入の場合、送料や代引き手数料は1回分のみとなります。", ship from Japan,https://www.trefac.jp/img/img_db/1094000616384576/w500/2021053017374957601.jpg|https://www.trefac.jp/img/img_db/1094000616384576/w500/2021053017374957602.jpg|https://www.trefac.jp/img/img_db/1094000616384576/w500/2021053017374957603.jpg|https://www.trefac.jp/img/img_db/1094000616384576/w500/2021053017374957604.jpg|https://www.trefac.jp/img/img_db/1094000616384576/w500/2021042718055457605.jpg|https://www.trefac.jp/img/img_db/1094000616384576/w500/2021042718055457606.JPG|https://www.trefac.jp/img/img_db/1094000616384576/w500/2021042718055457607.jpg|https://www.trefac.jp/img/img_db/1094000616384576/w500/2021042718055557608.jpg|https://www.trefac.jp/img/img_db/1094000616384576/w500/2021042718055557609.jpg,,3000,,,CHROME HEARTS （クロムハーツ）,,メンズ,"★★★★☆☆（使用感をあまり感じない）
                  ※コンディションについては お買い物について をご確認ください。",インボイス原本、保存袋付,"【ブランド】CHROME HEARTS(クロムハーツ)
【アイテム名】ショルダーストラップ トートバッグ
【スタッフコメント】装飾がとても豪華で、底にクロスボール計4つ。ボディにハートチャームとスクロールラベル。内側ポケットにダガージップ。ショルダー部にクロスボールクリップ計2つ 刻印入りDカン計2つと、クロムハーツのシルバーパーツが各所に使われております。
【カラー】ブラック系
【型番】2632-304-7250-0900
【状態】こちらの商品はあまり使用感の感じられない商品ですが、革特有のスレやシルバーのくすみ、変色がございます。店頭にて展示販売を行っている為、記載に無い細かなキズ、汚れが見受けられる場合がございます。",,,,,,,,Approx size(height / width / depth / handle / shoulder-strap): 9.84inch / 9.65inch / 3.15inch / inch / inch,Approx size(height / width / depth / handle / shoulder-strap): 25.0cm / 24.5cm / 8.0cm / cm / cm
Add,,,bellroy （ベルロイ） クラシックバックパックプラス,バッグ リュック バックパック,"=D2&"" ""&E2","=googletranslate(F2,""ja"",""en"")","=G2&"" ""&""ship from Japan""",=len(h2),"=AH2&"" | ""&AI2&"" | ""&"" Model: ""&AB2&"" | ""&""Material: ""&AC2&"" | ""&""An item has been used previously. For more details, please check the pictures carefully and judge the condition.""",https://www.trefac.jp/store/3027005609752408/c1230444/,11330,"全国一律 ¥550（税込）
                  ※一度に複数店舗からご購入の場合、送料や代引き手数料は1回分のみとなります。", ship from Japan,https://www.trefac.jp/img/img_db/3027005609752408/w500/3027005609752408_01_9132.jpeg|https://www.trefac.jp/img/img_db/3027005609752408/w500/3027005609752408_06_1172.jpeg|https://www.trefac.jp/img/img_db/3027005609752408/w500/3027005609752408_08_6814.jpeg|https://www.trefac.jp/img/img_db/3027005609752408/w500/3027005609752408_03_587.jpeg|https://www.trefac.jp/img/img_db/3027005609752408/w500/3027005609752408_04_3040.jpeg|https://www.trefac.jp/img/img_db/3027005609752408/w500/3027005609752408_02_5369.jpeg|https://www.trefac.jp/img/img_db/3027005609752408/w500/3027005609752408_05_8244.jpeg|https://www.trefac.jp/img/img_db/3027005609752408/w500/3027005609752408_07_5509.jpeg,,3000,,,bellroy （ベルロイ）,,メンズ,"★★★★☆☆（使用感をあまり感じない）
                  ※コンディションについては お買い物について をご確認ください。",-,,容量あるバッグとなっております。,ネイビー,,,フィリピン,,こちらの商品はあまり使用感の感じられない商品ですが、着用に伴う細かな傷、ヨゴレ、店頭にて展示販売を行っている為、記載に無い細かなキズ、汚れが見受けられる場合がございます。,Approx size(height / width / depth / handle / shoulder-strap): 19.69inch / 10.24inch / 6.5inch / inch / inch,Approx size(height / width / depth / handle / shoulder-strap): 50.0cm / 26.0cm / 16.5cm / cm / cm
Add,,,campomaggi （カンポマッジ） ビンテージ加工レザーリュック,バッグ リュック バックパック,"=D2&"" ""&E2","=googletranslate(F2,""ja"",""en"")","=G2&"" ""&""ship from Japan""",=len(h2),"=AH2&"" | ""&AI2&"" | ""&"" Model: ""&AB2&"" | ""&""Material: ""&AC2&"" | ""&""An item has been used previously. For more details, please check the pictures carefully and judge the condition.""",https://www.trefac.jp/store/1053004722057606/c1126011/,27830,"全国一律 ¥550（税込）
                  ※一度に複数店舗からご購入の場合、送料や代引き手数料は1回分のみとなります。", ship from Japan,https://www.trefac.jp/img/img_db/1053004722057606/w500/2021081111402260601.jpg|https://www.trefac.jp/img/img_db/1053004722057606/w500/2021081111402260602.jpg|https://www.trefac.jp/img/img_db/1053004722057606/w500/2021081111402260603.jpg,,3000,,,campomaggi （カンポマッジ）,,メンズ,"★★★☆☆☆（やや傷や汚れがあり）
                  ※コンディションについては お買い物について をご確認ください。",本体のみ,"【ブランド】CAMPOMAGGI(カンポマッジ)
【アイテム名】ビンテージ加工レザーリュック
【カラー】ブラウン
【型番】C06005VL
【製造国】イタリア製
【状態】こちらの商品は中古品の為、使用に伴います細かなキズ、汚れがございます。店頭にて展示販売を行っている為、記載に無い細かなキズ、汚れが見受けられる場合がございます。",,,,,,,,Approx size(height / width / depth / handle / shoulder-strap): 15.75inch / 13.78inch / 3.94inch / inch / inch,Approx size(height / width / depth / handle / shoulder-strap): 40.0cm / 35.0cm / 10.0cm / cm / cm
Add,,,campomaggi （カンポマッジ） キャンバスバッグ,バッグ ハンドバッグ トートバッグ,"=D2&"" ""&E2","=googletranslate(F2,""ja"",""en"")","=G2&"" ""&""ship from Japan""",=len(h2),"=AH2&"" | ""&AI2&"" | ""&"" Model: ""&AB2&"" | ""&""Material: ""&AC2&"" | ""&""An item has been used previously. For more details, please check the pictures carefully and judge the condition.""",https://www.trefac.jp/store/1053004722040606/c1126014/,14630,"全国一律 ¥550（税込）
                  ※一度に複数店舗からご購入の場合、送料や代引き手数料は1回分のみとなります。", ship from Japan,https://www.trefac.jp/img/img_db/1053004722040606/w500/2021081111132660601.jpg|https://www.trefac.jp/img/img_db/1053004722040606/w500/2021081111132760602.jpg|https://www.trefac.jp/img/img_db/1053004722040606/w500/2021081111132760603.jpg,,3000,,,campomaggi （カンポマッジ）,,メンズ,"★★★☆☆☆（やや傷や汚れがあり）
                  ※コンディションについては お買い物について をご確認ください。",本体のみ,"【ブランド】CAMPOMAGGI(カンポマッジ)
【アイテム名】キャンバスバッグ
【カラー】ブラック×ブラウン
【製造国】イタリア製
【状態】こちらの商品は中古品の為、使用に伴います細かなキズ、汚れがございます。店頭にて展示販売を行っている為、記載に無い細かなキズ、汚れが見受けられる場合がございます。",,,,,,,,Approx size(height / width / depth / handle / shoulder-strap): 15.75inch / 13.58inch / 6.5inch / 7.48inch / inch,Approx size(height / width / depth / handle / shoulder-strap): 40.0cm / 34.5cm / 16.5cm / 19.0cm / cm
